Deal date,Status,Product,Purchase value,Discount,Purchase price,New business,Gross revenue,Claim count,Reinvestment,Setup fee,Other fee,Adjustments,Release amount,Paid by insurance,Denied by insurance,Received insurance response,Pending insurance response,Expected total,Provisions,Expected till date,Collected till date,Collected till date by owner,Expected IRR,Actual IRR
25-Feb-25,Completed,claim,18927.12,0.06,17782.64,0,1144.48,33,0,0,125,0,17657.64,15593.52,3333.6,18927.12,0,18832.72,94.4,18814.32,18927.12,18927.12,0.26,0.92
25-Feb-25,Executed,claim,45520.4,0.08,41991.8,0,3528.6,1169,7458,0,125,0,34408.8,41157.9,4362.5,45520.4,0,45293.3,227.1,42944.3,45416.4,45416.4,0.2,0.56
25-Feb-25,Completed,claim,32699.58,0.07,30515.31,0,2184.27,1176,0,0,125,0,30390.31,32693.34,6.24,32699.58,0,32536.88,162.7,30591.17,32699.58,32699.58,0.17,0.49
25-Feb-25,Completed,claim,110860.56,0.04,106701.85,0,4158.71,241,6440,0,125,0,100136.85,105961.68,4898.88,110860.56,0,110306.26,554.3,109254.33,110860.56,110860.56,0.12,0.42
25-Feb-25,Completed,claim,38318.76,0.04,36710.49,0,1608.27,581,0,0,125,0,36585.49,38318.75,0.01,38318.76,0,38126.63,192.13,37662.69,38318.76,38318.76,0.2,0.44
25-Feb-25,Completed,claim,84035.74,0.04,80507.93,0,3527.81,1365,0,0,0,0,80507.93,84022.19,13.55,84035.74,0,83614.27,421.47,82559.52,84035.74,84035.74,0.21,0.95
25-Feb-25,Completed,claim,132311.36,0.04,126748.33,0,5563.03,1000,16099,0,125,0,110524.33,123373.39,8937.97,132311.36,0,131650.24,661.12,130111.26,132311.36,132311.36,0.2,0.49
25-Feb-25,Completed,claim,189616.4,0.04,181646.8,0,7969.6,1098,0,0,0,0,181646.8,158858.34,30758.06,189616.4,0,188668.41,947.99,186454.89,189616.4,189616.4,0.2,0.48
25-Feb-25,Executed,claim,176816.64,0.05,167974.51,0,8842.13,373,0,0,125,0,167849.51,170208.41,5250.23,175458.64,1358,175933.01,883.63,171650.34,175458.64,175458.64,0.19,0.54
25-Feb-25,Completed,claim,3139.1,0.05,2982.13,0,156.97,6,0,0,0,0,2982.13,2517.8,621.3,3139.1,0,3123.39,15.71,3070.69,3139.1,3139.1,0.19,0.44
25-Feb-25,Completed,claim,38297.59,0.05,36382.46,0,1915.13,67,0,0,0,0,36382.46,38188.64,108.95,38297.59,0,38106.22,191.37,37458.25,38297.59,38297.59,0.19,0.46
25-Feb-25,Completed,claim,37703.91,0.05,35723.99,0,1979.92,129,9251,0,125,0,26347.99,37164.63,539.28,37703.91,0,37515.41,188.5,37515.41,37703.91,37703.91,0.2,0.58
25-Feb-25,Completed,claim,249300,0.05,238081.5,0,11218.5,58,1800,0,125,0,236156.5,249300,0,249300,0,248053.6,1246.4,246907.7,249300,249300,0.31,0.42
26-Feb-25,Completed,claim,6119.56,0.05,5795.14,0,324.42,15,0,0,125,0,5670.14,6119.56,0,6119.56,0,6089.01,30.55,5897.46,6119.56,6119.56,0.2,0.65
26-Feb-25,Completed,claim,10628.95,0.05,10065.6,0,563.35,3,0,0,0,0,10065.6,5635.29,4993.66,10628.95,0,10575.89,53.06,10244.87,10628.95,10628.95,0.2,1.12
26-Feb-25,Completed,claim,4784.09,0.05,4530.52,0,253.57,2,0,0,0,0,4530.52,4784.09,0,4784.09,0,4760.21,23.88,4611.21,4784.09,4784.09,0.2,0.1
26-Feb-25,Completed,claim,2920.22,0.05,2765.29,0,154.93,27,0,0,0,0,2765.29,2920.22,0,2920.22,0,2905.64,14.58,2814.7,2920.22,2920.22,0.2,0.28
26-Feb-25,Completed,claim,8012.26,0.05,7587.52,0,424.74,19,0,0,0,0,7587.52,8012.26,0,8012.26,0,7972.26,40,7722.73,8012.26,8012.26,0.2,0.32
26-Feb-25,Executed,claim,4911.59,0.05,4651.24,0,260.35,7,0,0,0,0,4651.24,86.37,0,86.37,4825.22,4887.07,24.52,4731.72,86.37,86.37,0.2,0
26-Feb-25,Executed,claim,62611.11,0.04,60033.96,0,2577.15,241,1728,0,125,0,58180.96,55286.54,7251.07,62537.61,73.5,62298.8,312.31,61750.59,62537.61,62537.61,0.16,0.31
27-Feb-25,Completed,claim,127981.99,0.05,122222.15,0,5759.84,240,6178,0,0,0,116044.15,121945.16,6036.83,127981.99,0,127342.04,639.95,127324.77,127981.99,127981.99,0.2,0.7
27-Feb-25,Completed,claim,19846.42,0.05,18953.22,0,893.2,42,0,0,0,0,18953.22,19485.97,360.45,19846.42,0,19747.15,99.27,19745.08,19846.42,19846.42,0.2,0.77
27-Feb-25,Completed,claim,29477.41,0.05,28150.76,0,1326.65,57,0,0,0,0,28150.76,28747.37,730.04,29477.41,0,29330.03,147.38,29326.27,29477.41,29477.41,0.2,0.7
27-Feb-25,Completed,claim,4580.38,0.06,4302.29,0,278.09,5,0,0,125,0,4177.29,4580.38,0,4580.38,0,4557.39,22.99,4475.02,4580.38,4580.38,0.26,2.03
27-Feb-25,Completed,claim,11479.58,0.06,10799.04,0,680.54,15,0,0,0,0,10799.04,11346.55,133.03,11479.58,0,11421.73,57.85,11176.52,11479.58,11479.58,0.25,1.95
27-Feb-25,Completed,claim,5700.05,0.06,5372.25,0,327.8,8,0,0,0,0,5372.25,5700.05,0,5700.05,0,5671.56,28.49,5415.67,5700.05,5700.05,0.23,1.56
27-Feb-25,Completed,claim,9822.77,0.06,9247.7,0,575.07,16,0,0,0,0,9247.7,9822.77,0,9822.77,0,9773.6,49.17,9421.59,9822.77,9822.77,0.24,1.21
27-Feb-25,Completed,claim,32197.67,0.06,30405.84,0,1791.83,30,0,0,0,0,30405.84,32197.67,0,32197.67,0,32035.76,161.91,31443.84,32197.67,32197.67,0.23,2.29
27-Feb-25,Completed,claim,10595.98,0.06,9977.71,0,618.27,29,0,0,0,0,9977.71,10595.86,0.12,10595.98,0,10543.34,52.64,10137.48,10595.98,10595.98,0.24,0.94
27-Feb-25,Completed,claim,5530.16,0.06,5211.44,35.37,318.72,7,0,0,0,0,5211.44,5530.16,0,5530.16,0,5502.48,27.68,5262.64,5530.16,5530.16,0.23,1.81
27-Feb-25,Completed,claim,3146.65,0.06,2962.17,0,184.48,6,0,0,125,0,2837.17,2277.34,869.31,3146.65,0,3131.75,14.9,3131.75,3146.65,3146.65,0.22,0.43
27-Feb-25,Completed,claim,1089.99,0.05,1032.14,0,57.85,17,0,0,125,0,907.14,1089.99,0,1089.99,0,1084.53,5.46,1065.93,1089.99,1089.99,0.23,0.21
27-Feb-25,Completed,claim,3045.47,0.05,2883.89,0,161.58,32,0,0,0,0,2883.89,3045.47,0,3045.47,0,3030.23,15.24,2978.25,3045.47,3045.47,0.23,0.3
27-Feb-25,Completed,claim,1541.32,0.05,1459.62,0,81.7,2,0,0,0,0,1459.62,1541.32,0,1541.32,0,1533.61,7.71,1507.3,1541.32,1541.32,0.22,0.69
27-Feb-25,Executed,claim,11683.67,0.05,11064.41,0,619.26,5,0,0,0,0,11064.41,477.49,0,477.49,11206.18,11625.2,58.47,11425.78,477.49,477.49,0.22,0
27-Feb-25,Executed,claim,8490.91,0.05,8040.76,0,450.15,28,0,0,0,0,8040.76,1112.4,0,1112.4,7378.51,8448.42,42.49,8303.49,1112.4,1112.4,0.23,0
27-Feb-25,Completed,claim,582217.72,0.04,558777.99,0,23439.73,985,0,0,125,0,558652.99,523849.75,58367.97,582217.72,0,579306.03,2911.69,567913.45,582217.72,582217.72,0.17,0.51
27-Feb-25,Completed,claim,44250.58,0.06,41436.97,0,2813.61,83,1351,0,125,0,39960.97,43089.58,1161,44250.58,0,44028.58,222,44000.18,44250.58,44250.58,0.27,0.9
27-Feb-25,Completed,claim,65700,0.05,62743.5,0,2956.5,21,0,0,125,0,62618.5,65700,0,65700,0,65371.5,328.5,64773.9,65700,65700,0.26,0.32
27-Feb-25,Executed,claim,138921.07,0.04,132866.19,0,6054.88,801,5928,0,125,0,126813.19,129580.76,9295.51,138876.27,44.8,138226.87,694.2,134240.27,138876.27,138876.27,0.18,0.34
27-Feb-25,Executed,claim,69815.3,0.06,65542.16,0,4273.14,588,0,0,125,0,65417.16,59823.64,0,59823.64,9991.66,69466.3,349,66370.93,59823.64,59823.64,0.24,-0.44
27-Feb-25,Completed,claim,7732.8,0.05,7346.14,0,386.66,3,1228,0,125,0,5993.14,0,7732.8,7732.8,0,7694,38.8,7694,7732.8,7732.8,0.22,1.55
28-Feb-25,Completed,claim,27351.97,0.06,25806.28,0,1545.69,50,0,0,125,0,25681.28,27304.15,47.82,27351.97,0,27215.17,136.8,25001.57,27351.97,27351.97,0.2,0.82
28-Feb-25,Executed,claim,3544.49,0.05,3364.64,0,179.85,19,0,0,125,0,3239.64,3544.49,0,3544.49,0,3527.19,17.3,3521.69,2401.31,2401.31,0.23,0
28-Feb-25,Completed,claim,152103.62,0.05,144452.59,0,7651.03,461,0,0,125,0,144327.59,143331.72,8771.9,152103.62,0,151343.03,760.59,151257.15,152103.62,152103.62,0.23,0.69
28-Feb-25,Completed,claim,78504,0.05,74665.07,0,3838.93,255,0,0,0,0,74665.07,76504,2000,78504,0,78111.19,392.81,78072.77,78504,78504,0.23,0.72
28-Feb-25,Completed,claim,75622,0.05,72104.34,0,3517.66,439,270,0,125,0,71709.34,75206,416,75622,0,75243.9,378.1,75243.9,75622,75622,0.21,0.62
28-Feb-25,Completed,claim,5914.6,0.05,5608.71,0,305.89,4,0,0,125,0,5483.71,4594.6,1320,5914.6,0,5885.6,29,5885.6,5914.6,5914.6,0.2,0.64
3-Mar-25,Completed,claim,71304.66,0.06,66800.03,0,4504.63,141,0,0,125,0,66675.03,66326.55,4978.11,71304.66,0,70947.66,357,70887.06,71304.66,71304.66,0.26,1.09
3-Mar-25,Completed,claim,29038.69,0.06,27440.37,27440.37,1598.32,240,0,0,125,0,27315.37,29038.69,0,29038.69,0,28893.29,145.4,19958.29,29038.69,29038.69,0.11,0.5
3-Mar-25,Completed,claim,246000,0.05,234930,0,11070,56,0,0,125,0,234805,246000,0,246000,0,244770,1230,243645.2,246000,246000,0.31,0.33
3-Mar-25,Completed,claim,234139.27,0.05,223364.71,0,10774.56,131,0,0,125,0,223239.71,41161.63,192977.64,234139.27,0,232969.07,1170.2,232860.97,234139.27,234139.27,0.2,0.1
3-Mar-25,Completed,claim,107201.66,0.05,102270.08,0,4931.58,61,0,0,125,0,102145.08,107003.66,198,107201.66,0,106665.26,536.4,106662.66,107201.66,107201.66,0.19,0.45
3-Mar-25,Completed,claim,42793.47,0.07,40009.13,0,2784.34,1331,0,0,125,0,39884.13,42784.2,9.27,42793.47,0,42578.77,214.7,42077.88,42793.47,42793.47,0.31,1.37
3-Mar-25,Completed,claim,46649.83,0.04,44588.47,0,2061.36,584,12317,0,125,0,32146.47,43139.34,3510.49,46649.83,0,46414.43,235.4,44748.08,46649.83,46649.83,0.17,0.41
3-Mar-25,Completed,claim,30139.14,0.05,28707,0,1432.14,78,0,0,125,0,28582,23388.16,6750.98,30139.14,0,29987.74,151.4,29970.15,30139.14,30139.14,0.24,0.68
3-Mar-25,Executed,claim,618979.58,0.05,588199.39,2787.6,30780.19,1113,0,0,125,0,588074.39,566600.85,52241.93,618842.78,136.8,615885.28,3094.3,609651.45,618842.78,618842.78,0.22,0.26
3-Mar-25,Completed,claim,4448.4,0.05,4220.21,0,228.19,4,1219,0,125,0,2876.21,4448.4,0,4448.4,0,4425.5,22.9,4425.5,4448.4,4448.4,0.18,0.42
3-Mar-25,Completed,claim,72300,0.05,69046.5,0,3253.5,21,0,0,125,0,68921.5,72300,0,72300,0,71938.6,361.4,71280.4,72300,72300,0.26,0.36
4-Mar-25,Completed,claim,208800,0.05,199404,0,9396,102,62700,0,125,0,136579,207000,1800,208800,0,207756,1044,204441,208800,208800,0.2,0.39
4-Mar-25,Executed,claim,157428.37,0.04,151085.63,0,6342.74,260,0,0,125,0,150960.63,139503.36,16975.01,156478.37,950,156640.67,787.7,150728.91,156478.37,156478.37,0.16,0.36
4-Mar-25,Completed,claim,6145.29,0.07,5745.78,0,399.51,11,0,0,125,0,5620.78,5564.79,580.5,6145.29,0,6113.59,31.7,6106.29,6145.29,6145.29,0.25,1.41
4-Mar-25,Executed,claim,42231.92,0.06,39488.59,0,2743.33,804,19450,0,125,0,19913.59,38767.03,40.74,38807.77,3424.15,42020.57,211.35,40771.86,38381.04,38381.04,0.22,-0.27
4-Mar-25,Executed,claim,19648.01,0.07,18364.98,0,1283.03,588,0,0,0,0,18364.98,11471.78,291.27,11763.05,7884.96,19549.01,99,19199.44,11763.05,11763.05,0.21,0
4-Mar-25,Executed,claim,18207.8,0.07,16949.46,0,1258.34,517,0,0,0,0,16949.46,2682.1,57.68,2739.78,15468.02,18116,91.8,15954.39,2507.49,2507.49,0.19,0
4-Mar-25,Executed,claim,8874.33,0.06,8311.63,0,562.7,133,0,0,0,0,8311.63,8723.92,0,8723.92,150.41,8829.71,44.62,8751.06,8723.92,8723.92,0.24,0.52
4-Mar-25,Executed,claim,127401.15,0.06,119149.22,0,8251.93,221,0,0,125,0,119024.22,124853.68,2547.47,127401.15,0,126764.45,636.7,124078.98,127281.15,127281.15,0.26,0.79
4-Mar-25,Completed,claim,535200,0.04,516468,516468,18732,29,0,9500,125,0,506843,535200,0,535200,0,532523.97,2676.03,532130.18,535200,535200,0.12,0.3
5-Mar-25,Completed,claim,6015.05,0.05,5696.14,0,318.91,20,0,0,125,0,5571.14,6015.05,0,6015.05,0,5984.77,30.28,4750.02,6015.05,6015.05,0.12,0.33
5-Mar-25,Completed,claim,4529.83,0.05,4289.73,0,240.1,3,0,0,0,0,4289.73,4529.83,0,4529.83,0,4507.18,22.65,4484.75,4529.83,4529.83,0.21,0.49
5-Mar-25,Completed,claim,3732.23,0.05,3534.24,0,197.99,32,0,0,0,0,3534.24,3732.23,0,3732.23,0,3713.54,18.69,3675.96,3732.23,3732.23,0.2,0.26
5-Mar-25,Completed,claim,3546.07,0.05,3357.83,0,188.24,53,0,0,0,0,3357.83,3538.25,7.82,3546.07,0,3528.48,17.59,3455.47,3546.07,3546.07,0.18,0.42
5-Mar-25,Executed,claim,3537.92,0.05,3350.39,0,187.53,5,0,0,0,0,3350.39,43.43,0,43.43,3494.49,3520.29,17.63,3519.88,43.43,43.43,0.26,0
5-Mar-25,Completed,claim,2246.04,0.05,2126.99,0,119.05,1,0,0,0,0,2126.99,0,2246.04,2246.04,0,2234.77,11.27,2213.6,2246.04,2246.04,0.18,1.85
5-Mar-25,Completed,claim,1619.77,0.05,1533.92,0,85.85,1,0,0,0,0,1533.92,1619.77,0,1619.77,0,1611.64,8.13,1596.38,1619.77,1619.77,0.18,0.36
5-Mar-25,Completed,claim,1389.17,0.05,1315.35,0,73.82,40,0,0,0,0,1315.35,1389.17,0,1389.17,0,1382.23,6.94,1357.7,1389.17,1389.17,0.18,0.46
5-Mar-25,Completed,claim,1152.01,0.05,1090.92,0,61.09,8,0,0,0,0,1090.92,1152.01,0,1152.01,0,1146.23,5.78,1104.24,1152.01,1152.01,0.18,0.32
5-Mar-25,Completed,claim,1125060.9,0.04,1080050.4,0,45010.5,5238,14355,0,125,0,1065570.4,1117616.15,7444.75,1125060.9,0,1119435.6,5625.3,1119052.8,1125060.9,1125060.9,0.17,0.36
5-Mar-25,Completed,claim,30076.01,0.05,28496.67,0,1579.34,97,242,0,125,0,28129.67,29453.94,622.07,30076.01,0,29926.91,149.1,29829.1,30076.01,30076.01,0.21,0.67
5-Mar-25,Completed,claim,37800,0.05,36099,0,1701,21,0,0,125,0,35974,37800,0,37800,0,37611.1,188.9,37267,37800,37800,0.26,0.38
5-Mar-25,Completed,claim,8517.46,0.05,8059.6,0,457.86,10,0,0,125,0,7934.6,6887.48,1629.98,8517.46,0,8475.26,42.2,8426.46,8517.46,8517.46,0.24,0.34
5-Mar-25,Completed,claim,13097.5,0.06,12331.08,0,766.42,199,0,0,125,0,12206.08,12005.47,1092.02,13097.49,0.01,13030.21,67.29,12425.01,13097.49,13097.49,0.2,0.47
5-Mar-25,Completed,claim,136055.91,0.05,129382.77,129382.77,6673.14,310,0,0,125,0,129257.77,112014.6,24041.31,136055.91,0,135375.71,680.2,134866.44,136055.91,136055.91,0.22,0.44
6-Mar-25,Completed,claim,118576.03,0.05,112646.32,0,5929.71,278,2104,0,125,0,110417.32,112769.93,5806.1,118576.03,0,117982.62,593.41,117540.91,118576.03,118576.03,0.21,0.8
6-Mar-25,Completed,claim,100375.9,0.05,95356.85,0,5019.05,63,0,0,0,0,95356.85,67060.15,33315.75,100375.9,0,99874.12,501.78,98640.85,100375.9,100375.9,0.19,0.53
6-Mar-25,Completed,claim,3970.52,0.05,3771.98,0,198.54,7,0,0,0,0,3771.98,3970.52,0,3970.52,0,3950.66,19.86,3945.13,3970.52,3970.52,0.23,0.94
6-Mar-25,Completed,claim,22023.12,0.06,20730.58,0,1292.54,41,0,0,125,0,20605.58,19182.92,2840.2,22023.12,0,21913.72,109.4,21806.02,22023.12,22023.12,0.28,1.21
6-Mar-25,Completed,claim,35917.2,0.06,33869.83,0,2047.37,31,15409,0,125,0,18335.83,35917.2,0,35917.2,0,35739.01,178.19,34421.65,35917.2,35917.2,0.23,1.03
6-Mar-25,Completed,claim,24678.25,0.06,23206.44,0,1471.81,17,0,0,0,0,23206.44,18254.35,6423.9,24678.25,0,24554.87,123.38,23743.58,24678.25,24678.25,0.24,1.8
6-Mar-25,Completed,claim,16589.35,0.06,15595.38,0,993.97,15,0,0,0,0,15595.38,16589.35,0,16589.35,0,16505.94,83.41,16126.38,16589.35,16589.35,0.24,1.37
6-Mar-25,Executed,claim,6937.54,0.06,6527.09,0,410.45,6,0,0,0,0,6527.09,4330.39,0,4330.39,2607.15,6903.09,34.45,6728.43,4330.39,4330.39,0.21,0
6-Mar-25,Executed,claim,4685.95,0.06,4405.52,0,280.43,8,0,0,0,0,4405.52,4560.89,0,4560.89,125.06,4662.1,23.85,4510.28,4560.89,4560.89,0.24,0.56
6-Mar-25,Completed,claim,4101.88,0.06,3865.99,0,235.89,6,0,0,0,0,3865.99,4101.88,0,4101.88,0,4081.15,20.73,3903.6,4101.88,4101.88,0.23,0.85
6-Mar-25,Completed,claim,3958.37,0.06,3734.19,0,224.18,5,0,0,0,0,3734.19,3958.37,0,3958.37,0,3938.17,20.2,3831.78,3958.37,3958.37,0.27,1.13
6-Mar-25,Executed,claim,193251.75,0.04,184919.81,0,8331.94,1017,26549,0,125,0,158245.81,159361.03,33420.72,192781.75,470,192283.76,967.99,190371.69,192781.75,192781.75,0.17,0.4
6-Mar-25,Completed,claim,413100,0.04,396989.08,0,16110.92,46,0,0,125,0,396864.08,413100,0,413100,0,411034.5,2065.5,410709.8,413100,413100,0.15,0.28
6-Mar-25,Completed,claim,7598.53,0.05,7207.33,0,391.2,6,3339,0,125,0,3743.33,2999.72,4598.81,7598.53,0,7559.93,38.6,7509.85,7598.53,7598.53,0.22,0.77
7-Mar-25,Completed,claim,146700,0.05,140098.5,0,6601.5,50,0,0,125,0,139973.5,146700,0,146700,0,145966.5,733.5,145291.4,146700,146700,0.3,0.36
7-Mar-25,Completed,claim,35473.28,0.04,34087.89,0,1385.39,368,545,0,125,0,33417.89,35473.28,0,35473.28,0,35295.98,177.3,34667.3,35473.28,35473.28,0.19,0.42
7-Mar-25,Completed,claim,16867.22,0.04,16207.87,0,659.35,301,0,0,0,0,16207.87,16867.21,0.01,16867.22,0,16782.92,84.3,16483.99,16867.22,16867.22,0.19,0.47
7-Mar-25,Completed,claim,205892.1,0.04,197856.83,0,8035.27,1202,30295,0,125,0,167436.83,177957.94,27934.16,205892.1,0,204862.34,1029.76,201343.76,205892.1,205892.1,0.18,0.39
7-Mar-25,Completed,claim,179834.11,0.04,172815.21,0,7018.9,1098,0,0,0,0,172815.21,166446.69,13387.42,179834.11,0,178934.07,900.04,175872.56,179834.11,179834.11,0.18,0.41
7-Mar-25,Completed,claim,73918.58,0.04,70734.57,0,3184.01,418,320,0,125,0,70289.57,63674.64,10243.94,73918.58,0,73548.79,369.79,70948.7,73918.58,73918.58,0.18,0.39
7-Mar-25,Completed,claim,18192.06,0.05,17200.51,0,991.55,29,0,0,125,0,17075.51,14133.96,4058.1,18192.06,0,18100.46,91.6,17986.69,18192.06,18192.06,0.26,1.57
7-Mar-25,Executed,claim,68458.27,0.07,64008.29,0,4449.98,149,0,0,125,0,63883.29,52979.53,15478.74,68458.27,0,68114.58,343.69,64657.53,61410.47,61410.47,0.31,-0.5
10-Mar-25,Completed,claim,65400,0.05,62457,0,2943,76,17340,0,125,0,44992,65400,0,65400,0,65073,327,64020.6,65400,65400,0.2,0.46
10-Mar-25,Completed,claim,17605.31,0.06,16510.96,0,1094.35,36,0,0,125,0,16385.96,16513.01,1092.3,17605.31,0,17517.61,87.7,17368.19,17605.31,17605.31,0.28,1.01
10-Mar-25,Completed,claim,59022.87,0.06,55575.59,0,3447.28,983,42221,0,125,0,13229.59,59013.09,9.78,59022.87,0,58727.38,295.49,57718.29,59022.87,59022.87,0.24,0.78
10-Mar-25,Completed,claim,45294.1,0.06,42482.35,0,2811.75,738,0,0,0,0,42482.35,45185.55,108.55,45294.1,0,45067.53,226.57,42322.4,45294.1,45294.1,0.22,0.72
10-Mar-25,Executed,claim,30119.87,0.06,28241.84,0,1878.03,672,0,0,0,0,28241.84,24163.5,5956.37,30119.87,0,29968.98,150.89,28343.08,30085.67,30085.67,0.23,0.72
10-Mar-25,Completed,claim,15341.7,0.06,14439.28,0,902.42,352,0,0,125,0,14314.28,13176.13,2165.57,15341.7,0,15264.95,76.75,14846.72,15341.7,15341.7,0.24,0.8
10-Mar-25,Completed,claim,74400,0.05,71052,0,3348,18,0,0,125,0,70927,74400,0,74400,0,74028,372,73348.6,74400,74400,0.26,0.48
10-Mar-25,Completed,claim,51274.8,0.06,48377.33,0,2897.47,74,4423,0,125,0,43829.33,44773.2,6501.6,51274.8,0,51018.2,256.6,51018.2,51274.8,51274.8,0.27,0.69
10-Mar-25,Executed,claim,232899.64,0.05,222180.97,0,10718.67,157,0,0,125,0,222055.97,11048.43,221851.21,232899.64,0,231734.54,1165.1,231546.75,78926.7,79474.37,0.2,0
10-Mar-25,Completed,claim,19834.36,0.05,18783.11,0,1051.25,7,4671,0,125,0,13987.11,19834.36,0,19834.36,0,19735.27,99.09,19735.27,19834.36,19834.36,0.21,0.68
10-Mar-25,Executed,claim,16541.17,0.05,15664.44,0,876.73,8,0,0,0,0,15664.44,3849.34,0,3849.34,12691.83,16458.53,82.64,16453.96,3849.34,3849.34,0.21,0
10-Mar-25,Executed,claim,11280.39,0.05,10682.5,0,597.89,6,0,0,0,0,10682.5,2677.45,0,2677.45,8602.94,11223.65,56.74,11049.28,2677.45,2677.45,0.2,0
10-Mar-25,Completed,claim,11265.64,0.05,10668.5,0,597.14,10,0,0,0,0,10668.5,11265.64,0,11265.64,0,11209.35,56.29,11159,11265.64,11265.64,0.2,0.11
10-Mar-25,Completed,claim,10494.05,0.05,9937.42,0,556.63,96,0,0,0,0,9937.42,10494.05,0,10494.05,0,10441.65,52.4,10209.34,10494.05,10494.05,0.19,0.28
10-Mar-25,Executed,claim,10399.71,0.05,9848.51,0,551.2,4,0,0,0,0,9848.51,1275.22,0,1275.22,9124.49,10347.75,51.96,10347.75,1275.22,1275.22,0.21,0
10-Mar-25,Executed,claim,10235.21,0.05,9692.71,0,542.5,5,0,0,0,0,9692.71,0,0,0,10235.21,10184.08,51.13,10184.08,0,0,0.21,0
10-Mar-25,Executed,claim,5381.82,0.05,5096.36,0,285.46,48,0,0,0,0,5096.36,3670.76,0,3670.76,1711.06,5355.51,26.31,5178.75,3670.76,3670.76,0.19,0
10-Mar-25,Completed,claim,3604.33,0.05,3413.27,0,191.06,10,0,0,0,0,3413.27,3604.33,0,3604.33,0,3586.42,17.91,2791.72,3604.33,3604.33,0.13,0.29
10-Mar-25,Completed,claim,2429.83,0.05,2301.03,0,128.8,3,0,0,0,0,2301.03,2429.83,0,2429.83,0,2417.69,12.14,2417.69,2429.83,2429.83,0.21,1.18
10-Mar-25,Completed,claim,1804.78,0.05,1708.83,0,95.95,45,0,0,0,0,1708.83,1804.78,0,1804.78,0,1795.5,9.28,1734.64,1804.78,1804.78,0.18,0.45
10-Mar-25,Completed,claim,1764.19,0.05,1670.62,0,93.57,17,0,0,0,0,1670.62,1764.19,0,1764.19,0,1755.22,8.97,1618.83,1764.19,1764.19,0.17,0.44
10-Mar-25,Completed,claim,737700,0.04,711880.5,711880.5,25819.5,74,0,9500,125,0,702255.5,733800,3900,737700,0,734011.5,3688.5,723418.94,737700,737700,0.11,0.48
10-Mar-25,Completed,claim,21767.14,0.05,20702.4,0,1064.74,62,0,0,125,0,20577.4,18841.69,2925.45,21767.14,0,21658.54,108.6,21649.54,21767.14,21767.14,0.22,0.59
10-Mar-25,Completed,claim,9508.24,0.05,9016.78,0,491.46,9,269,0,125,0,8622.78,2014.48,7493.76,9508.24,0,9460.94,47.3,9458.64,9508.24,9508.24,0.23,1.1
10-Mar-25,Executed,claim,491593.72,0.05,465176.41,0,26417.31,1841,5735,0,125,0,459316.41,453082.29,38433.03,491515.32,78.4,489135.53,2458.19,481634.42,490454.06,490454.06,0.3,0.32
10-Mar-25,Completed,claim,79132.27,0.04,75740.48,0,3391.79,720,1192,0,125,0,74423.48,71400.23,7732.04,79132.27,0,78733.27,399,76309.29,79132.27,79132.27,0.17,0.43
10-Mar-25,Completed,claim,241500,0.05,230632.5,0,10867.5,54,0,0,125,0,230507.5,241500,0,241500,0,240292.4,1207.6,239170.9,241500,241500,0.3,0.44
10-Mar-25,Completed,claim,66201.14,0.05,62581.67,0,3619.47,781,0,0,125,0,62456.67,57334.69,8866.45,66201.14,0,65871.04,330.1,62523.39,66201.14,66201.14,0.21,1.01
10-Mar-25,Executed,claim,32167.05,0.07,30071.55,0,2095.5,775,11000,0,125,0,18946.55,25536.62,4171.74,29708.36,2458.69,32006.13,160.92,30682.73,29708.36,29708.36,0.21,-0.11
10-Mar-25,Executed,claim,26804.6,0.07,25061.21,0,1743.39,718,0,0,0,0,25061.21,15058.49,3643.2,18701.69,8102.91,26670.67,133.93,24686.17,18701.69,18701.69,0.2,0
10-Mar-25,Executed,claim,20804.54,0.07,19366.6,0,1437.94,653,0,0,0,0,19366.6,2920.11,990.66,3910.77,16893.77,20700.78,103.76,18348.95,3910.77,3910.77,0.19,0
10-Mar-25,Executed,claim,155.67,0.06,146.11,0,9.56,4,0,0,0,0,146.11,133.45,2.22,135.67,20,154.89,0.78,149.59,135.67,135.67,0.22,-0.53
11-Mar-25,Completed,claim,7090.55,0.06,6690.16,0,400.39,6,0,0,125,0,6565.16,6862.55,228,7090.55,0,7054.65,35.9,7037.04,7090.55,7090.55,0.21,0.54
11-Mar-25,Completed,claim,64419.75,0.05,61198.25,0,3221.5,138,0,0,125,0,61073.25,61285.05,3134.7,64419.75,0,64096.23,323.52,63328.84,64419.75,64419.75,0.2,0.64
11-Mar-25,Completed,claim,13086,0.05,12431.7,0,654.3,1,0,0,0,0,12431.7,13086,0,13086,0,13020.52,65.48,12990.4,13086,13086,0.31,18.31
11-Mar-25,Completed,claim,42300,0.05,40396.5,0,1903.5,18,0,0,125,0,40271.5,42300,0,42300,0,42088.5,211.5,41702.2,42300,42300,0.26,0.49
11-Mar-25,Completed,claim,88658.22,0.05,84376.63,0,4281.59,221,9651,0,125,0,74600.63,86275.64,2382.58,88658.22,0,88215.22,443,80682.04,88658.22,88658.22,0.16,0.68
11-Mar-25,Completed,claim,287687.83,0.05,273399.02,3673.46,14288.81,728,0,0,125,0,273274.02,266864.89,20822.94,287687.83,0,286247.34,1440.49,283625.12,287687.83,287687.83,0.23,0.29
