ID,Reference,Deal date,Status,Product,Provider,Group,Purchase value,Discount,Purchase price,New business,Gross revenue,Claim count,Reinvestment,Setup fee,Other fee,Adjustments,Release amount,Paid by insurance,Denied by insurance,Received insurance response,Pending insurance response,Expected collection days,Expected total,Provisions,Expected till date,Collection days so far,Collected till date,Collected till date by owner,Expected IRR,Actual IRR,Actual IRR for owner,VAT on purchased assets,VAT on fees,Owner,Released from,FundStatus,AccountManager,SalesManager,Expected in 30 days,Expected in 60 days,Expected in 90 days,Expected in 120 days,Expected in 150 days,Expected in 180 days,Expected in 210 days,Expected in 240 days,Expected in 270 days,Expected in 300 days,Expected in 330 days,Expected in 360 days,Expected in 390 days,Actual in 30 days,Actual in 60 days,Actual in 90 days,Actual in 120 days,Actual in 150 days,Actual in 180 days,Actual in 210 days,Actual in 240 days,Actual in 270 days,Actual in 300 days,Actual in 330 days,Actual in 360 days,Actual in 390 days
694bc345b68538f08ea682fd,2512/007453/DISC-DMCC/0112,24 Dec 2025,Completed,claim,DISC-DMCC,DISC GROUP,26376.75,0.05,25163.21,5458.71,1213.54,84,0,0,185,0,24978.21,25991.75,385,26376.75,0,129,26244.84,131.91,20137.93,48,26376.75,26376.75,0.12,0.39,0.39,57.79,8.81,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,12645.08,18851.8,20137.92,20449.79,20484.6,20501.68,20501.68,20504.51,20504.51,20504.51,20504.51,26244.84,1525,26376.75,26376.75,26376.75,26376.75,26376.75,26376.75,26376.75,26376.75,26376.75,26376.75,26376.75,26376.75
694bc345b68538f08ea682fe,2512/007454/DISC-DHCC/0113,24 Dec 2025,Completed,claim,DISC-DHCC,DISC GROUP,23096.29,0.05,21971.84,2078.61,1124.45,74,0,0,0,0,21971.84,23033.58,62.71,23096.29,0,98,22980.8,115.49,19987.6,48,23096.29,22719.25,0.17,0.42,0.26,53.55,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,10247.32,18150.39,19987.6,20653.44,20734.83,20750.35,20750.35,20752.92,20752.92,20752.92,20752.92,22980.79,2145,22719.25,22719.25,23096.29,23096.29,23096.29,23096.29,23096.29,23096.29,23096.29,23096.29,23096.29,23096.29
694bc36ab68538f08ea683a1,2512/007455/DISC-AUH/0031,24 Dec 2025,Completed,claim,DISC-AUH,DISC-AUH,43910,0.05,41867.48,0,2042.52,159,339,0,185,0,41343.48,43638,272,43910,0,71,43690.5,219.5,43242.8,12,43910,43910,0.23,2.66,2.67,97.26,8.81,SPV3,SPV3,Completed,Akhtar Karim,Ashly Jacob,0,13111.5,42875.1,43242.8,43595.4,43624.3,43649.4,43653.6,43653.6,43653.6,43653.6,43653.6,43690.5,42072.2,42072.2,43910,43910,43910,43910,43910,43910,43910,43910,43910,43910,43910
694bc388b68538f08ea68443,2512/007456/SMDC/0158,24 Dec 2025,Completed,claim,SMDC,SMDC,7974.5,0.05,7549.1,0,425.4,6,238,0,185,0,7126.1,6091.56,1882.94,7974.5,0,79,7934.9,39.6,7867.77,47,7974.5,7974.5,0.24,0.49,0.48,20.26,8.81,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,1963.64,6131.02,7867.76,7879.87,7934.89,7934.89,7934.89,7934.89,7934.89,7934.89,7934.89,7934.89,0,7347.08,7974.5,7974.5,7974.5,7974.5,7974.5,7974.5,7974.5,7974.5,7974.5,7974.5,7974.5
694bc3a1b68538f08ea6844c,2512/007457/WINDSOR/0156,24 Dec 2025,Completed,claim,WINDSOR,WINDSOR,13117.95,0.06,12305,0,812.95,24,0,0,185,0,12120,13117.95,0,13117.95,0,72,13052.55,65.4,12225.39,43,13117.95,13117.95,0.32,0.66,0.66,38.71,8.81,SPV2,SPV2,Completed,Sami Herbawi,Said A S,0,5950.31,11006.83,12225.4,12853.87,13031.26,13052.56,13052.56,13052.56,13052.56,13052.56,13052.56,13052.56,4716.7,13117.95,13117.95,13117.95,13117.95,13117.95,13117.95,13117.95,13117.95,13117.95,13117.95,13117.95,13117.95
694bc446b68538f08ea6846d,2512/007458/STEPS-PC/0003,24 Dec 2025,Executed,claim,STEPS-PC,STEPS-PC,83789.02,0.05,79910.81,0,3878.21,393,0,0,185,0,79725.81,82597.85,1191.17,83789.02,0,76,83369.53,419.49,79907.52,38,83188.22,83168.22,0.21,0.43,0.43,184.68,8.81,SPV2,SPV2,Completed,Sami Herbawi,Roy Geryess,0,23544.87,73407.59,79907.51,82514.57,82826.55,83213.95,83366.81,83366.81,83366.81,83366.81,83369.51,83369.51,41514.52,69986.57,79059.22,83188.22,83188.22,83188.22,83188.22,83188.22,83188.22,83188.22,83188.22,83188.22,83188.22
694bc47eb68538f08ea685f9,2512/007459/STEPS-PH/0003,24 Dec 2025,Executed,claim,STEPS-PH,STEPS-PH,94381.23,0.05,90057.97,0,4323.26,335,3935,0,185,0,85937.97,93844.88,536.35,94381.23,0,80,93908.44,472.79,90517.8,33,94080.63,93921.37,0.19,0.56,0.53,205.87,8.81,SPV2,SPV2,Completed,Sami Herbawi,Roy Geryess,0,13995.13,78955.68,90517.8,93633.55,93760.99,93814.38,93883.53,93883.53,93883.53,93883.53,93883.53,93908.43,45662.97,88422,90867.28,94080.63,94080.63,94080.63,94080.63,94080.63,94080.63,94080.63,94080.63,94080.63,94080.63
694bc4d6b68538f08ea6874d,2512/007460/ALRAIAA/0141,24 Dec 2025,Completed,claim,ALRAIAA,ALRAIAA,57300,0.04,54807.45,0,2492.55,43,0,0,185,0,54622.45,57300,0,57300,0,68,57013.4,286.6,55710.7,13,57300,57300,0.22,1.92,2.02,118.69,8.81,SPV3,SPV3,Completed,Sami Herbawi,Mina Beshai,0,29712.6,50879.2,55710.7,56786.4,56812.6,56816.7,56825.5,56825.5,56825.5,56850.2,56850.2,57013.4,57300,57300,57300,57300,57300,57300,57300,57300,57300,57300,57300,57300,57300
694cc2f5b68538f08ea6bea4,2512/007461/ATAA/0027,25 Dec 2025,Completed,claim,ATAA,ATAA,136200,0.04,130888.16,0,5311.84,10,0,0,185,0,130703.16,136200,0,136200,0,66,135518.8,681.2,128266.2,13,136200,136199.8,0.2,1.62,1.11,252.94,8.81,SPV2,SPV2,Completed,Mina Beshai,Mina Beshai,0,92992.8,118904.3,128266.2,132515.6,132701.4,134320.2,134506,134506,134506,134506,134506,135518.8,108300,136200,136200,136200,136200,136200,136200,136200,136200,136200,136200,136200,136200
694cf360b68538f08ea6ee40,2512/007462/SPECTRUM/0041,25 Dec 2025,Executed,claim,SPECTRUM,SPECTRUM GROUP,224035.54,0.04,215292.27,0,8743.27,1218,4718,0,185,0,210389.27,218950.72,5084.82,224035.54,0,52,222915.1,1120.44,222416.74,35,220506.62,220506.62,0.25,0.25,0.25,416.35,8.81,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,204026,221891.07,222416.74,222433.4,222438.93,222439.04,222439.65,222439.65,222439.65,222617.35,222712.07,222915.11,432.6,219407.54,220506.62,220506.62,220506.62,220506.62,220506.62,220506.62,220506.62,220506.62,220506.62,220506.62,220506.62
694cf360b68538f08ea6ee41,2512/007463/SPECTRUM-BR/0042,25 Dec 2025,Executed,claim,SPECTRUM-BR,SPECTRUM GROUP,145942.51,0.04,140246.14,0,5696.37,921,0,0,0,0,140246.14,144227.11,1715.4,145942.51,0,59,145211.75,730.76,142777.15,35,128947.73,128947.73,0.22,0,0,271.26,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,118284.95,140312.78,142777.16,142918.59,142954.06,142954.75,142958.64,142958.64,142958.64,144099.22,144707.19,145211.74,1858.72,128947.73,128947.73,128947.73,128947.73,128947.73,128947.73,128947.73,128947.73,128947.73,128947.73,128947.73,128947.73
694cf388b68538f08ea6f6a1,2512/007464/ALRAIAA/0142,25 Dec 2025,Completed,claim,ALRAIAA,ALRAIAA,61500,0.04,58824.75,0,2675.25,43,0,0,185,0,58639.75,60600,900,61500,0,68,61192.6,307.4,59796.6,8,61500,61500,0.22,4.5,3.8,127.39,8.81,SPV2,SPV2,Completed,Sami Herbawi,Mina Beshai,0,31835.6,54619.9,59796.6,60949.2,60977.4,60981.8,60991.2,60991.2,60991.2,61017.7,61017.7,61192.6,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500
694cf4c7b68538f08ea6f6cf,2512/007465/EXCELLENT/0122,25 Dec 2025,Completed,claim,EXCELLENT,EXCELLENT,18651.47,0.04,17886.68,0,764.79,232,0,0,185,0,17701.68,17669.85,981.62,18651.47,0,51,18558.67,92.8,18490.97,33,18651.47,18651.47,0.28,0.53,0.53,36.42,8.81,SPV2,SPV2,Completed,Sami Herbawi,Said A S,0,17752.78,18291.98,18490.97,18540.67,18544.67,18553.17,18553.47,18553.47,18553.47,18553.47,18553.47,18558.67,0,18046.49,18651.47,18651.47,18651.47,18651.47,18651.47,18651.47,18651.47,18651.47,18651.47,18651.47,18651.47
694cf4e5b68538f08ea6f7ba,2512/007466/UNIQUE/0059,25 Dec 2025,Executed,claim,UNIQUE,UNIQUE,423900,0.05,404824.5,0,19075.5,37,0,0,185,0,404639.5,39000,384900,423900,0,74,421780.4,2119.6,408790.1,47,105760,0,0.21,0,0,908.36,8.81,SPV2,SPV2,Completed,Sami Herbawi,Said A S,0,122999.7,390761,408790.1,417397.2,417397.2,417457.9,417457.9,421780.4,421780.4,421780.4,421780.4,421780.4,65700,65700,65700,105760,105760,105760,105760,105760,105760,105760,105760,105760,105760
694e4f07b68538f08ea70e26,2512/007467/KANGO/0010,26 Dec 2025,Executed,invoice,KANGO,KANGO,200000,0.04,192500,0,7500,1,0,0,185,0,192315,0,0,0,200000,50,200000,0,200000,0,0,0,0.3,0,0,357.14,8.81,KKTL,KKTL,Completed,Cheryl Anne Miranda,Tamara Hachem,0,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0
694e50fdb68538f08ea70e2c,2512/007468/SMDC/0159,26 Dec 2025,Completed,claim,SMDC,SMDC,7652.32,0.05,7269.38,0,382.94,5,1446,0,185,0,5638.38,7652.32,0,7652.32,0,71,7614.52,37.8,7578.62,40,7652.32,7652.32,0.25,0.55,0.55,18.24,8.81,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,2234.37,7336.34,7578.62,7602.22,7614.52,7614.52,7614.52,7614.52,7614.52,7614.52,7614.52,7614.52,151.2,7622.4,7652.32,7652.32,7652.32,7652.32,7652.32,7652.32,7652.32,7652.32,7652.32,7652.32,7652.32
694e513eb68538f08ea70e34,2512/007469/PRIMACURE/0038,26 Dec 2025,Executed,claim,PRIMACURE,PRIMACURE,125487.54,0.04,120188.78,0,5298.76,849,7380,0,185,0,112623.78,112241.93,5613.36,117855.29,7632.25,63,124860.35,627.19,121005.46,24,117855.29,117855.29,0.23,-0.27,-0.27,252.32,8.81,SPV2,SPV2,Completed,Sami Herbawi,Said A S,0,82748.73,115183.01,121005.45,123278.2,123768.63,123779.03,124271.13,124272.33,124272.33,124272.33,124272.33,124860.33,93698.59,117310.29,117310.29,117855.29,117855.29,117855.29,117855.29,117855.29,117855.29,117855.29,117855.29,117855.29,117855.29
694e52dfb68538f08ea71189,2512/007470/CROWNS/0066,26 Dec 2025,Completed,claim,CROWNS,CROWNS,9550.4,0.06,9010.72,0,539.68,15,0,0,185,0,8825.72,8900,650.4,9550.4,0,80,9502.9,47.5,9267.49,45,9550.4,9550.4,0.25,0.55,0.55,25.7,8.81,SPV2,SPV2,Completed,Sami Herbawi,Said A S,0,1135.85,8087.54,9267.49,9502.9,9502.9,9502.9,9502.9,9502.9,9502.9,9502.9,9502.9,9502.9,0,9550.4,9550.4,9550.4,9550.4,9550.4,9550.4,9550.4,9550.4,9550.4,9550.4,9550.4,9550.4
694e5311b68538f08ea7119c,2512/007471/OXYGEN-PLUS/0039,26 Dec 2025,Completed,claim,OXYGEN-PLUS,OXYGEN-PLUS,10709.6,0.05,10148.32,0,561.28,18,0,0,185,0,9963.32,10709.6,0,10709.6,0,88,10655.6,54,10237.32,49,10709.6,10709.6,0.21,0.45,0.41,26.73,8.81,SPV2,SPV2,Completed,Sami Herbawi,Mina Beshai,0,149.5,7687.22,10237.33,10485.32,10620.11,10655.61,10655.61,10655.61,10655.61,10655.61,10655.61,10655.61,0,10709.6,10709.6,10709.6,10709.6,10709.6,10709.6,10709.6,10709.6,10709.6,10709.6,10709.6,10709.6
694e5330b68538f08ea711b2,2512/007472/GLOBALHOME/0078,26 Dec 2025,Completed,claim,GLOBALHOME,GLOBALHOME,42600,0.05,40683,0,1917,13,14910,0,185,0,25588,42600,0,42600,0,69,42386.9,213.1,40481.9,7,42600,42600,0.22,6.37,8.76,91.29,8.81,SPV3,SPV3,Completed,Sami Herbawi,Said A S,0,21093.8,37719.6,40481.9,42222.1,42386.9,42386.9,42386.9,42386.9,42386.9,42386.9,42386.9,42386.9,42600,42600,42600,42600,42600,42600,42600,42600,42600,42600,42600,42600,42600
694e535db68538f08ea711c3,2512/007473/SMILEFACTORY/0013,26 Dec 2025,Completed,claim,SMILEFACTORY,SMILEFACTORY,84391.9,0.05,80593.66,0,3798.24,152,17341,0,185,0,63067.66,83439.9,952,84391.9,0,142,83969.6,422.3,60630.33,12,84391.9,84391.8,0.1,2.52,2.42,180.87,8.81,SPV2,SPV2,Completed,Sami Herbawi,Mina Beshai,0,15924.88,51179.64,60630.33,62282.53,62360.03,62360.03,66167.62,68334.32,68456.32,68563.82,68563.82,83969.6,78329.5,84391.9,84391.9,84391.9,84391.9,84391.9,84391.9,84391.9,84391.9,84391.9,84391.9,84391.9,84391.9
694e53a5b68538f08ea7125f,2512/007474/YATEEM-PH/0011,26 Dec 2025,Completed,claim,YATEEM-PH,YATEEM-PH,28450.17,0.05,27168.7,0,1281.47,200,0,0,185,0,26983.7,28444.95,5.22,28450.17,0,111,28307.18,142.99,23344.5,19,28450.17,28300.3,0.14,1.27,1.08,61.02,8.81,SPV2,SPV2,Completed,Sami Herbawi,Roy Geryess,0,4255.65,18660.36,23344.5,24172.98,25223.63,25713.75,26022.55,26039.65,26043.45,26438.4,26438.4,28307.17,22752.96,28150.07,28300.47,28450.17,28450.17,28450.17,28450.17,28450.17,28450.17,28450.17,28450.17,28450.17,28450.17
694e53e4b68538f08ea7132b,2512/007475/YATEEM/0012,26 Dec 2025,Completed,claim,YATEEM,YATEEM,230919.8,0.04,220535.86,0,10383.94,523,50602,0,185,0,169748.86,210767.42,20152.38,230919.8,0,102,229766.2,1153.6,199826.45,23,230919.8,230919.8,0.15,0.98,1.02,494.47,8.81,SPV2,SPV2,Completed,Sami Herbawi,Roy Geryess,0,57992.7,167325.08,199826.43,204815.36,207975.49,209540,210412.21,211142.31,213427.42,213510.82,213577.62,229766.18,148866.72,198769.3,230919.8,230919.8,230919.8,230919.8,230919.8,230919.8,230919.8,230919.8,230919.8,230919.8,230919.8
694e5425b68538f08ea7153a,2512/007476/ASHTREE/0013,26 Dec 2025,Completed,claim,ASHTREE,ASHTREE,14400.97,0.06,13576.87,0,824.1,47,0,0,185,0,13391.87,14272.97,128,14400.97,0,87,14329.67,71.3,13631.18,46,14400.97,14400.97,0.24,0.55,0.55,39.24,8.81,SPV2,SPV2,Completed,Sami Herbawi,Roy Geryess,0,1223.75,10233.28,13631.18,14264.93,14300.87,14301.67,14315.27,14325.07,14325.07,14325.07,14325.07,14329.67,343.67,12955.19,14400.97,14400.97,14400.97,14400.97,14400.97,14400.97,14400.97,14400.97,14400.97,14400.97,14400.97
694e6c3ab68538f08ea71596,2512/007477/STORIES/0003,26 Dec 2025,Executed,invoice,STORIES,STORIES,299376,0.07,276923,0,22453,2,0,0,185,0,276738,0,0,0,299376,89,395010,-95634,395010,0,0,0,3.15,0,0,1069.19,8.81,KKTL,KKTL,Completed,Cheryl Anne Miranda,Tamara Hachem,0,0,395010,395010,395010,395010,395010,395010,395010,395010,395010,395010,395010,0,0,0,0,0,0,0,0,0,0,0,0,0
694e6c8ab68538f08ea7159e,2512/007478/ALOLAMA-BARSHA/0090,26 Dec 2025,Completed,claim,ALOLAMA-BARSHA,SULTAN AL OLAMA GROUP,210920.46,0.05,200374.13,0,10546.33,84,0,0,185,0,200189.13,155528.91,55391.55,210920.46,0,75,209865.47,1054.99,199381.99,60,210920.46,199148.46,0.24,0.34,-0.05,502.21,8.81,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,74846.47,177091.58,199381.99,206771.81,208954.48,209675.22,209675.94,209685.64,209691.04,209694.46,209694.46,209865.47,2647,130249.49,182076.62,210920.46,210920.46,210920.46,210920.46,210920.46,210920.46,210920.46,210920.46,210920.46,210920.46
694e6c8ab68538f08ea7159f,2512/007479/ALOLAMA-ETIHAD/0123,26 Dec 2025,Completed,claim,ALOLAMA-ETIHAD,SULTAN AL OLAMA GROUP,167657.34,0.05,159273.1,0,8384.24,361,0,0,0,0,159273.1,164678.62,2978.72,167657.34,0,80,166817.9,839.44,156781.69,39,167657.34,167657.34,0.22,0.56,0.51,399.25,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,40116.56,134151.69,156781.69,164231.61,166039.92,166615.98,166622.26,166630.96,166630.96,166633.18,166633.18,166817.92,32307.91,162599.77,167657.34,167657.34,167657.34,167657.34,167657.34,167657.34,167657.34,167657.34,167657.34,167657.34,167657.34
694e6c8ab68538f08ea715a0,2512/007480/ALOLAMA/0064,26 Dec 2025,Completed,claim,ALOLAMA,SULTAN AL OLAMA GROUP,6027.45,0.05,5726.04,0,301.41,11,0,0,0,0,5726.04,6027.45,0,6027.45,0,84,5997.25,30.2,5614.04,28,6027.45,6027.45,0.21,0.83,0.58,14.35,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,668.46,4726.61,5614.04,5881.88,5966.88,5994.13,5994.13,5994.13,5994.13,5994.35,5994.35,5997.24,4554.71,6027.45,6027.45,6027.45,6027.45,6027.45,6027.45,6027.45,6027.45,6027.45,6027.45,6027.45,6027.45
6952455bb68538f08ea7337b,2512/007482/TRANSFORM/0139,29 Dec 2025,Executed,claim,TRANSFORM,TRANSFORM,47036.6,0.04,44922.09,0,2114.51,144,2464,0,185,0,42273.09,40004.15,3543.22,43547.37,3489.23,77,46800.83,235.77,40259.96,39,43547.37,43287.37,0.2,-0.26,-0.3,100.69,8.81,SPV2,SPV2,Completed,Sami Herbawi,Said A S,0,19206.6,39673.95,42685.52,43834.97,45024.88,46015.49,46222.27,46672.73,46672.73,46678.13,46678.13,46800.83,16695,37439.45,43287.37,43547.37,43547.37,43547.37,43547.37,43547.37,43547.37,43547.37,43547.37,43547.37,43547.37
69524597b68538f08ea7340e,2512/007483/WINDSOR/0157,29 Dec 2025,Completed,claim,WINDSOR,WINDSOR,29973.26,0.06,28173.32,0,1799.94,59,0,0,185,0,27988.32,29471.26,502,29973.26,0,75,29821.67,151.59,24500.9,45,29973.26,29973.26,0.29,0.59,0.59,85.71,8.81,SPV2,SPV2,Completed,Sami Herbawi,Said A S,0,11579.63,23893.21,27729.71,29234.08,29758.86,29821.66,29821.66,29821.66,29821.66,29821.66,29821.66,29821.66,1409.56,29471.66,29973.26,29973.26,29973.26,29973.26,29973.26,29973.26,29973.26,29973.26,29973.26,29973.26,29973.26
695245b9b68538f08ea7344d,2512/007484/ALAINA/0006,29 Dec 2025,Executed,claim,ALAINA,ALAINA,758083.58,0.05,720175.57,0,37908.01,957,0,0,185,0,719990.57,0,54.27,54.27,758029.31,66,754292.78,3790.8,748461.65,-42,54.27,54.27,0.27,0,0,1805.14,8.81,SPV2,SPV2,Completed,Sami Herbawi,Sami Herbawi,0,340366.57,748246.35,753844.35,753844.35,753844.35,753844.35,753844.35,753844.35,753844.35,753844.35,753844.35,754292.77,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27,54.27
695245eeb68538f08ea7380d,2512/007485/YASMIN/0021,29 Dec 2025,Completed,claim,YASMIN,YASMIN,3333.56,0.05,3155.18,0,178.38,12,0,0,185,0,2970.18,3333.56,0,3333.56,0,63,3316.16,17.4,3151.02,42,3333.56,3333.56,0.31,0.55,0.47,8.49,8.81,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,1919.85,3151.02,3303.57,3316.17,3316.17,3316.17,3316.17,3316.17,3316.17,3316.17,3316.17,3316.17,465.5,3333.56,3333.56,3333.56,3333.56,3333.56,3333.56,3333.56,3333.56,3333.56,3333.56,3333.56,3333.56
6952461db68538f08ea7381c,2512/007486/ALSAHA/0065,29 Dec 2025,Executed,claim,ALSAHA,ALSAHA,46501.86,0.06,43577.26,0,2924.6,491,0,0,185,0,43392.26,38906.77,6729.99,45636.76,865.1,134,46267.47,234.39,16893.9,52,45589.6,44851.19,0.17,0.33,0.19,139.27,8.81,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,2176.59,15573.68,24843.66,31406.1,36727.3,41260.22,41964.87,44333.03,45849.4,46092.4,46218.2,46267.5,583.92,34959.9,44101.19,45589.6,45589.6,45589.6,45589.6,45589.6,45589.6,45589.6,45589.6,45589.6,45589.6
6952467cb68538f08ea73a0a,2512/007487/JOSEPH/0041,29 Dec 2025,Executed,claim,JOSEPH,JOSEPH,210438.74,0.05,200580.88,0,9857.86,2210,0,0,185,0,200395.88,187792.99,21331.95,209124.94,1313.8,84,209386.19,1052.55,160324.77,72,205277.68,0,0.19,0.11,0,469.42,8.81,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,46951.85,154944.56,191523.03,204211.34,207180.93,207821.73,208130.2,208234.89,208581.32,208874.81,208965.53,209386.18,0,0,203393.89,205277.68,205277.68,205277.68,205277.68,205277.68,205277.68,205277.68,205277.68,205277.68,205277.68
6952467db68538f08ea73a0b,2512/007488/AMBER/0041,29 Dec 2025,Executed,claim,AMBER,AMBER,146085.06,0.05,139072.4,0,7012.66,1846,0,0,0,0,139072.4,137119.78,8463.28,145583.06,502,92,145353.79,731.27,102928.36,-380,145583.06,145583.06,0.18,0.04,0.03,333.94,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,18905.35,99249.15,128027.95,138259.52,141899.52,142616.33,143169.62,143475.36,144029.75,144821.66,145089.59,145353.81,145583.06,145583.06,145583.06,145583.06,145583.06,145583.06,145583.06,145583.06,145583.06,145583.06,145583.06,145583.06,145583.06
6952467db68538f08ea73a0c,2512/007489/ALNOOR-SATWA/0039,29 Dec 2025,Executed,claim,ALNOOR-SATWA,ALNOOR-SATWA,129629.01,0.05,123417.35,0,6211.66,1748,0,0,0,0,123417.35,120598.35,9030.66,129629.01,0,87,128979.28,649.73,95374.22,53,128769.65,1540.97,0.19,0.31,0,295.79,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,16905.96,92129.04,117792.83,125717.06,127875.7,128246.15,128406.22,128450.45,128554.13,128655.56,128689.66,128979.27,0,112855.47,123056.25,128769.65,128769.65,128769.65,128769.65,128769.65,128769.65,128769.65,128769.65,128769.65,128769.65
6952467db68538f08ea73a0d,2512/007490/ALNOOR/0041,29 Dec 2025,Executed,claim,ALNOOR,ALNOOR,99890.48,0.05,95165.73,0,4724.75,1221,0,0,0,0,95165.73,91023.86,8391.72,99415.58,474.9,89,99391.01,499.47,71864.51,70,95337.99,0,0.18,0,0,224.99,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,17957.4,69382,87939.34,94528.04,97043.52,97667.16,98072.45,98240.59,98582.01,99057.19,99217.93,99391,0,0,93417.85,95337.99,95337.99,95337.99,95337.99,95337.99,95337.99,95337.99,95337.99,95337.99,95337.99
6952467db68538f08ea73a0e,2512/007491/JOSEPH-QUSAIS/0039,29 Dec 2025,Executed,claim,JOSEPH-QUSAIS,JOSEPH-QUSAIS,72468.3,0.05,68850.08,0,3618.22,1122,0,0,0,0,68850.08,71266.55,635.92,71902.47,565.83,92,72105.24,363.06,50911.67,71,69608.74,0,0.19,0.04,0,172.3,0,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,5643.38,49515.93,64946.85,68954.99,70592.17,70897.24,71099.37,71214.37,71575.94,71911.69,72018.09,72105.23,0,0,67210.86,69608.74,69608.74,69608.74,69608.74,69608.74,69608.74,69608.74,69608.74,69608.74,69608.74
69525221b68538f08ea7f380,2512/007492/IRISH/0015,29 Dec 2025,Completed,claim,IRISH,IRISH,46528.48,0.05,44201.44,4799.32,2327.04,114,0,0,185,0,44016.44,41416.48,5112,46528.48,0,147,46296.38,232.1,17238.33,9,46528.48,46528.48,0.11,4.95,4.86,110.81,8.81,SPV2,SPV2,Completed,Sami Herbawi,Linto Mangaly Pauly,0,9415.41,17084.92,20001.73,25869.54,33147.15,39368.56,40289.36,41387.16,42712.26,42860.46,43202.26,46296.36,46528.48,46528.48,46528.48,46528.48,46528.48,46528.48,46528.48,46528.48,46528.48,46528.48,46528.48,46528.48,46528.48
69525289b68538f08ea7f3f7,2512/007493/ALMAGD/0013,29 Dec 2025,Executed,claim,ALMAGD,ALMAGD,182075.68,0.05,173368.66,0,8707.02,1557,4512,0,185,0,168671.66,175148.49,5923.28,181071.77,1003.91,54,181165.28,910.4,172003.47,24,181071.77,181071.77,0.32,0.81,0.81,414.62,8.81,SPV2,SPV2,Completed,Mina Beshai,Mina Beshai,0,166915.88,171810.77,176219.35,178013.33,179882.71,181017.5,181058.7,181058.7,181058.7,181058.7,181058.7,181165.3,142654.72,176994.98,181071.77,181071.77,181071.77,181071.77,181071.77,181071.77,181071.77,181071.77,181071.77,181071.77,181071.77
695252f1b68538f08ea7fa10,2512/007494/EXCELLENT/0123,29 Dec 2025,Completed,claim,EXCELLENT,EXCELLENT,30030.25,0.04,28768.48,0,1261.77,397,8387,0,185,0,20196.48,28784.8,1245.45,30030.25,0,56,29878.05,152.2,28251.85,34,30030.25,30030.25,0.26,0.54,0.55,60.08,8.81,SPV2,SPV2,Completed,Sami Herbawi,Said A S,0,27098.16,28219.36,28703.43,29187.21,29558.07,29715.56,29793.85,29850.75,29850.75,29850.75,29850.75,29878.05,18503.5,27741.08,27942.39,30030.25,30030.25,30030.25,30030.25,30030.25,30030.25,30030.25,30030.25,30030.25,30030.25
69525322b68538f08ea7fba2,2512/007495/EASYHEALTH/0002,29 Dec 2025,Executed,claim,EASYHEALTH,EASYHEALTH,6964.02,0.07,6510.97,6510.97,453.05,78,0,0,185,0,6325.97,6047.56,747.48,6795.04,168.98,364,6930.22,33.8,0,46,6795.04,6795.04,0.06,0.36,0.36,21.57,8.81,SPV2,SPV2,Completed,Sami Herbawi,Ashly Jacob,0,0,0,0,0,0,0,0,0,0,0,0,6930.22,674.62,6278.53,6795.04,6795.04,6795.04,6795.04,6795.04,6795.04,6795.04,6795.04,6795.04,6795.04,6795.04
69525345b68538f08ea7fbf3,2512/007496/DIYAFA/0048,29 Dec 2025,Completed,claim,DIYAFA,DIYAFA,53045.25,0.05,50604.83,0,2440.42,66,0,0,185,0,50419.83,53045.25,0,53045.25,0,72,52780.25,265,50018.64,6,53045.25,53045.01,0.22,9.35,9.47,116.21,8.81,SPV2,SPV2,Completed,Sami Herbawi,Said A S,0,18160.49,50002.44,50636.64,52753.05,52753.05,52753.65,52753.65,52753.65,52753.65,52753.65,52753.65,52780.25,53045.25,53045.25,53045.25,53045.25,53045.25,53045.25,53045.25,53045.25,53045.25,53045.25,53045.25,53045.25,53045.25
